RecordID,id,type,text1,text2,text3,text4,notes
112,ox,SHIP,"o rebocador da classe ox carrega um estabilizador de campo de acionamento que permite que a frota atinja um nivel de queima mais alto. no entanto, e raro ver mais de um ou dois destes numa frota, devido ao consumo proibitivo de combustivel e aos elevados custos de manutencao.","","","",
430,planet_gelan,CUSTOM,"um planeta grande e relativamente massivo, em orbita proxima do seu vento estelar primario, levou consigo elementos mais leves, deixando os dioxidos de carbono e enxofre dominarem a atmosfera. a mortalha de gas venenoso cria um efeito estufa descontrolado que, alem da gravidade esmagadora, garante condicoes de superficie extremamente inospitas.","","","",
414,hammer_single,WEAPON,"este foguete estupido era onipresente no setor persean pre-colapso devido a aplicacoes iniciadas por mineradores de asteroides. a arma de ataque dos desesperadamente subequipados, o martelo e frequentemente empregado por milicias independentes pobres, piratas e, particularmente, pelo caminho ludico. isso levou ao nome alternativo levemente blasfemo para a arma, ""martelo de ludd"".","","","",
447,mairaath_station2,CUSTOM,"anteriormente uma das tres astropolios de mairaath, esta estacao foi atingida por um transportador de combustivel da classe prometheus e arrancada de orbita em um rastro de fogo de fusao e poeira radioativa. desde entao, foi tomado por catadores e transformado em um refugio de piratas.","","os danos causados nesta estacao sao obvios de longe, e ainda mais terriveis de perto. uma breve varredura de radiacao fornece leituras alarmantes, mas os refugiados, desesperados e bandidos que vivem nesta estacao parecem ter preocupacoes mais oportunas.","",
523,merlon,SHIP,"o merlon e um drone de defesa de estacao pesada repleto de uma impressionante variedade de armas de defesa pontual. nao exigindo tripulacao, deslocamento ou comando independente de ia, o merlon e equipado com mais blindagem do que um navio de tamanho comparavel.","","","",
541,vpdriver,WEAPON,"""o oficial dos escudos relatou inversoes de polaridade localizadas no arco dianteiro, estimativa de colapso total em 'segundos'.""","- aar, primeiro encontro em isir, expedicao [redigida]","","",
326,planet_raesvelg,CUSTOM,"agua e gelo de amonia formam as imensas fendas e planicies caoticamente sulcadas deste mundo. abaixo da superficie, pequenos bolsoes de oceano liquido sem vida ficam presos entre o gelo e uma crosta feita de silicatos rochosos. a maior parte das cidades com cupulas permanecem abandonadas desde o colapso, embora a recente politica estrategica da hegemonia tenha encorajado a reindustrializacao e a colonizacao, especialmente por veteranos da hegemonia.","",tripulacao e trabalhadores de licenca dos projetos proximos do complexo ragnar e tri-tach apoiam uma vida noturna turbulenta e um mercado negro. a mineracao de volateis e incentivada por subsidios de desenvolvimento concedidos para garantir uma base estavel para o abastecimento de combustivel da hegemonia.,"",
170,derelict_ship,CUSTOM,este navio esta a deriva e desligado. uma inspecao mais detalhada pode resultar em salvamento ou operacao de recuperacao.,"","","",
387,planet_ogygia,CUSTOM,"um mundo pequeno e arido cuja superficie traz a marca de um evento de impacto verdadeiramente catastrofico e relativamente recente, ogigia foi, no entanto, considerada uma candidata valida a terraformacao secundaria devido a infra-estrutura de todo o sistema que esta sendo montada para o seu mundo irmao de itaca. o colapso pos fim a esses planos.","","um evento de grande impacto deixou grande parte de um hemisferio inteiro de ogigia num mar frio de lava afundado algumas dezenas de quilometros abaixo da elevacao media. pouco resta da visitacao humana, exceto fundacoes destruidas e, estranhamente, metade do casco de um navio de guerra da classe onslaught extremamente quente no fundo de um desfiladeiro fraturado.","",
34,swarmer_fighter,WEAPON,um lancador de misseis guiados de curto alcance. os misseis sao projetados para interceptar e destruir cacas inimigos.,"","","",
237,star_blue_giant,PLANET,"uma estrela do tipo o de temperatura e luminosidade muito altas. embora extraordinariamente massiva, esta estrela tem vida curta devido a taxa infernal com que funde os seus elementos constituintes. para uma estrela, ela explodira rapidamente como uma supernova que pode ofuscar brevemente galaxias inteiras antes de se transformar em um buraco negro ou estrela de neutrons. as energias libertadas do furioso coracao de fusao da estrela irrompem em poderosos ventos estelares que irao retirar a atmosfera dos planetas em orbita proxima - e o casco de quaisquer naves estelares que permanecam nas proximidades.","","","",
495,station_abandoned_mining,CUSTOM,"uma plataforma de mineracao orbital abandonada, esta estacao foi construida para ancorar um skyhook que seria empregado para extrair recursos de forma eficiente de sua superficie primaria. antigos modulos industriais ha muito despojados de pecas e aneis silenciosos sao corroidos por impactos e intemperies estelares.","","nenhum sistema de estacao importante permanece operacional, embora existam algumas fontes de radiacao gama perdida e algum vazamento de em, provavelmente devido a sistemas de seguranca de backup trabalhando sem esperanca.","",
258,flarelauncher,SHIP_SYSTEM,lanca sinalizadores que distraem os sistemas de orientacao de misseis e armas pd. qualquer missil que atinja um sinalizador sera destruido.,defensiva,lanca sinalizadores para confundir os sistemas de orientacao dos misseis inimigos proximos.,"",
192,repair_and_refit,ACTION_TOOLTIP,ordene que esta ala de caca volte ao porta-avioes mais proximo para reparos. os cacas destruidos serao substituidos e as armas de todos os cacas serao recarregadas.,reparar e reajustar,"","",
380,station_tigra_city,CUSTOM,foi somente logo apos a chegada dos humanos ao setor que as operacoes de mineracao foram estabelecidas no anel tigra. sucessivas ondas de extracao viram greves de mineiros e rebelioes atraves da rotacao de megacorporacoes que receberam licenca para supervisionar a operacao da estacao tigra.,"","os descendentes desses primeiros mineiros recorreram a fiacao de exploracoes espaciais de baixo g e a estaleiros de reparacao nas jazidas esgotadas e em antigas plataformas de prospeccao incorporadas agora nos aneis da estacao. a populacao mantem a recalcitrancia dos seus antepassados, embora as lutas que eclodem entre os habitantes locais e as tripulacoes da marinha sejam geralmente o resultado de uma postura bebada e nao de resistencia ideologica.","",
279,drone_pd_x2,SHIP_SYSTEM,implanta varios drones defensivos armados com metralhadoras leves. os drones podem ser ordenados a vigiar de perto o navio ou vagar livremente ao redor dele.,drones (linha media),implanta varios drones defensivos armados com metralhadoras leves.,"",
29,hellbore,WEAPON,"um enorme canhao que dispara projeteis lentos carregados de plasma. as balas sao altamente eficazes contra a armadura e destroem qualquer estrutura do casco deixada por baixo. uma plataforma de arma temida, raramente implantada devido a complexidade envolvida na fabricacao de um cano construido que pode disparar com seguranca enormes cartuchos de carga altamente explosivos. quando tal projetil atinge um alvo, o efeito neumann faz com que a ogiva impulsione um jato de metal fundido na armadura do alvo, vaporizando uma pequena area, causando brechas no casco, despressurizacao e extensos danos internos causados pelo estilhaco.","","","",
465,nebula_center_average,PLANET,uma enorme nuvem de particulas formada a partir de gases do meio interestelar ou material liberado pelos estertores da morte das estrelas. as perturbacoes causadas pela gravidade e pela radiacao criam areas de maior densidade que podem lentamente acumular massa para algum dia dar origem a novos corpos celestes.,"","","",
268,fortressshield,SHIP_SYSTEM,"redireciona toda a energia dos sistemas de armas para os escudos, aumentando bastante a eficiencia de absorcao do dano. este processo gera um fluxo forte a uma taxa constante, mesmo se os escudos nao estiverem pegando fogo.",defensiva,"reduz ao minimo o dano recebido pelos escudos, mas gera um fluxo forte enquanto ativo.","",
342,station_tse_enterprise,CUSTOM,"esta estacao e um centro de recrutamento de mercenarios e uma interface comercial com elementos desagradaveis. uma forca-tarefa tri-tachyon assumiu o controle da estacao ha algumas decadas com um feito de aparencia plausivel e uma frota de guerra definitivamente persuasiva. posteriormente, um porto comercial certificado pela tt e uma doca de naves estelares foram organizados para uso das frotas da companhia. aqueles que se recusaram a pagar os novos alugueis foram despejados; ha rumores de que a satisfacao do cliente excede 90%.","","povoados principalmente por piratas reformados, radicais exilados e refugiados mais ricos, e amplamente conhecido que os contentores de carga tem os seus ids apagados e re-etiquetados aqui para que possam ser recirculados com seguranca na economia legitima dos mundos centrais. diz-se que o bar de coqueteis ""level 25"" oferece as melhores bebidas do volume local.","",
411,kite,SHIP,"um projeto civil familiar, o aeroshuttle da classe ""kite"" e o lembrete diario da reputacao da fabrique orbitale em engenharia aeronautica - uma especialidade valiosa mesmo na era das viagens espaciais. este espaco/aeronave compacto e simplificado para um voo atmosferico eficiente e possui uma grade de propulsores de manobra de rajada curta habilmente distribuidos, coordenados por um subsistema de ia de nivel delta para garantir pousos suaves (um ponto enfatizado pelo marketing da fabrique por meio de divertidos ad-holos apresentando um casal bem vestido e uma taca de vinho cheia demais). o kite possui motores potentes para uma nave civil de seu tamanho, embora a manobrabilidade em gravidade zero deixe a desejar quando o subsistema especial nao esta ativado. nos ciclos perigosos pos-colapso, o kite foi equipado com uma torre de defesa no lugar da cupula de visualizacao da classe executiva e os dois jet-pods auxiliares foram substituidos por sistemas de misseis (que nao precisam recorrer ao motor limitado). . ele nao resistira em uma luta justa, mas o kite pode receber dentes inesperadamente afiados e usar sua velocidade para escapar de invasores. sabe-se que os radicais do caminho ludico usam o kite modificado para lancar armas de ataque contra cargueiros indefesos, seguido pelo envolvimento do subsistema de manobra para fazer uma saida rapida e evitar a ira da escolta de sua vitima.","","","",
547,kineticblaster,WEAPON,"""leituras de longo alcance fornecidas pelo recurso hegint sugerem que o sistema de armas integra elementos da tecnologia super alabaster para aproveitar o efeito anti-escudo anteriormente nao utilizado. estabelecimento de fisica nativo de askonian, esgotado pos-opis, nao considerado capaz de tal avanco [ref rep hegint/askon- m38-12]. concluir: com quase certeza, assistencia tecnica tt ao motim sindriano.",- relatorio confidencial para o alto hegemon,"","",
555,revenant,SHIP,"um cargueiro furtivo que emprega audaciosamente tecnologia de fase para apoiar operacoes secretas de frota, o revenant nao e barato nem eficiente. criados a partir de um conjunto empoeirado de bancos de dados escondidos em uma rocha sem nome orbitando uma estrela indefinida por cem ciclos apos a primeira guerra da ia, os esquemas do revenant forneceram um beneficio imenso para a logistica dos invasores tri-tachyon durante a segunda guerra da ia. os advogados da hegemonia consideraram declarar o design ilegal, mas as evidencias da influencia da ia de nivel alfa foram consideradas insuficientes. o procurador-chefe insistiu tao fortemente que isto era em si uma prova do trabalho de um alfa que a alta hegemonia considerou politico rejeita-los do processo.","","","",
120,hyperion,SHIP,"uma nave de combate avancada e de ultima geracao construida em torno de um sistema unico de teletransporte de fase. a meticulosa rede de energia do prototipo integrado e complicada e cara de manter, mas oferece excelente desempenho de fluxo e blindagem. o hyperion foi construido para 'atacar', usando posicionamento tatico para escolher suas lutas e entao se envolver com uma carga de armas relativamente pesada para sua classe, montada as custas da capacidade de defesa pontual. considerada a 'rainha do hangar', a hyperion e desprezada pelos contramestres, mas valorizada pelos diretores da frota tri-tachyon que admiram a pureza da ambicao que pode ser sentida em todo o seu design e aplicacao.","","","",
64,pdburst,WEAPON,"possui um capacitor embutido que permite que a arma dispare varias rajadas em rapida sucessao, se recarregar totalmente. excelente contra misseis e cacas. o laser de defesa de ponto de explosao e um refinamento adicional das armas de feixe pd padrao. o meio de ganho q-switched e bombeado por pulso, garantindo que a potencia fornecida a safira dopada com titanio ganhe picos medios em um intervalo predefinido. o resultado e uma arma que dispara uma vez a cada dois segundos e e extremamente eficaz devido ao seu pequeno tamanho. o consumo de energia e pequeno o suficiente para que ate mesmo alguns nucleos de potencia de cacas possam suportar a carga de disparo.","","","",
212,lava,PLANET,"um planeta geologicamente instavel sem uma crosta permanentemente formada. fissuras brilhantes e vulcoes activos cobrem a superficie, e o magma que expelem combina-se para formar fluxos que viajam centenas de quilometros atraves da superficie carbonizada.","","","",
193,search_and_destroy,ACTION_TOOLTIP,"ordene que o navio selecionado ataque alvos inimigos a seu criterio, em vez de ser designado para tarefas especificas.",procurar e destruir,"","",
111,hermes,SHIP,"o hermes e um transportador de carga pequeno e confiavel, muitas vezes convertido para servicos de transporte entre os mundos fronteiricos pobres. suas instalacoes para tripulacao e passageiros sao caridosamente descritas como ?robustas?, mas ele consegue realizar o trabalho com notavel consistencia, apesar das instalacoes de manutencao primitivas que frequenta. de acordo com as especificacoes de fabrica, o hermes esta armado apenas para ""evitar colisoes ativas"", mas seu sistema de torre e frequentemente atualizado para alcancar uma cobertura de defesa de ponto quase completa, embora leve, que pode destruir o missil perdido enquanto escapa de zonas de combate ativas. este poder de fogo e escasso em comparacao com navios de combate dedicados, entao apenas um capitao louco ou verdadeiramente desesperado empregaria o hermes em combate na linha de frente.","","","",
492,colossus2,SHIP,"este e um casco colossus modificado pelos militantes fieis do caminho ludico em um temivel cruzador de ataque. os conveses de carga foram desmontados e soldados novamente para engrossar bastante a blindagem efetiva do casco, enquanto torres adicionais foram plantadas ao longo do casco. na proa, um grande suporte de arma capaz de lancar torpedos da classe hammer foi permanentemente afixado. os motores padrao e a rede eletrica foram modificados aleatoriamente para permitir queimaduras curtas e excessivas em condicoes de combate, causando uma enorme perda de confiabilidade geral dos sistemas. o cargueiro pesado colossus formou o nucleo das frotas de abastecimento de fronteira do dominio antes de ser superado pela eficiencia economica brutal do supercargueiro atlas. o revestimento do casco mais espesso do que o estritamente necessario oferece protecao contra perigos cosmicos, tanto naturais quanto humanos.","","","",
576,retribution,SHIP,"uma classe antiga, mas nao venerada, o retribution e um cruzador de batalha de design extremo que data do renascimento da experimentacao militar durante o primeiro periodo de consolidacao do dominio. ele sacrifica a armadura pelo poder de fogo e pela tremenda velocidade para sua classe de tamanho por meio de uma implementacao quase unica da tecnologia ""orion drive"", que ja era considerada uma curiosidade arcaica. o estresse fisico infligido tanto a carne humana quanto aos componentes do navio pelos solavancos propulsivos fez do retribution um navio impopular na armada do dominio, uma das poucas opinioes compartilhadas de todo o coracao pela tripulacao e pelos oficiais. apenas alguns exemplos foram implantados pela armada propriamente dita, e a retribuicao encontrou mais uso entre mercenarios de fronteira e cacadores de piratas que dependiam de explosoes inesperadas de velocidade e taticas hiperagressivas.","","","",
509,station_ancyra,CUSTOM,"a estacao ancyra e um bastiao de autoridade construido pela primeira vez nos primeiros dias da colonizacao do dominio do setor persano. as placas blindadas do casco foram reparadas e substituidas tantas vezes que nao esta claro se alguma das placas originais permanece. as instalacoes nao sao particularmente confortaveis, mas em vez de uma sensacao de declinio, isto confere ao posto uma aura de dignidade austera.","","holos de recrutamento cumprimentam os espacadores que chegam - ""junte-se a marinha, veja o setor!"". uma mancha fosca no revestimento da parede sugere que uma adicao atrevida ao slogan ja foi removida por um drone de manutencao.","",
173,avoid,ACTION_TOOLTIP,"ordene que sua frota evite esse inimigo, se possivel. nenhum navio sera atribuido automaticamente. quaisquer navios explicitamente designados enfrentarao o inimigo.",evitar,"","",
62,irpulse_fighter,WEAPON,um laser de pulso infravermelho de disparo lento e fluxo eficiente que dispara raios de energia a medio alcance. uma excelente arma para rajadas de fogo prolongadas.,"","","",
331,,,"","","","",
306,fusion_lamp,CUSTOM,"uma lampada de fusao orbital da era do dominio, capaz de fornecer ampla luz e calor a um planeta.","","","",
322,luddic_furniture,RESOURCE,"construidos com madeira cultivada naturalmente nos planetas e feitos com ferramentas manuais de acordo com metodos passados de mestre a aprendiz, os moveis ludicos sao um bem raro e de grande prestigio no setor.","","","",
19,chaingun,WEAPON,"as industrias ga-x mk. o chaingun ii e excelente em combates de curta distancia, onde a precisao e menos importante do que o dano geral e o volume de tiro. a ferramenta favorita de um capitao ?corpo a corpo?, a assault chaingun dispara projeteis altamente explosivos no alvo em uma velocidade assustadora. possui sistemas de alimentacao e ejecao motorizados e uma unidade avancada de nano-resfriamento embutida no cano. a unica desvantagem e um perfil de torre mais pesado que, juntamente com a falta do projeto do governador que o acompanha, e normalmente montado em rotadores incompativeis, dando origem a velocidades de rotacao da torre inesperadamente baixas.","","","",
195,direct_retreat,ACTION_TOOLTIP,ordene que o navio selecionado recue da batalha na melhor velocidade. nao requer um ponto de comando ou frequencia de comando aberta se o navio estiver fora do horario de pico e perdendo a prontidao para o combate.,retiro direto,"","",
38,heatseeker,WEAPON,"atinge os motores do alvo e os desativa com uma poderosa explosao de emp. um sistema autoloader classificado para combate garante utilidade em combates prolongados. o missil salamander e uma arma especializada com duas consideracoes de design. o primeiro e um mecanismo de rastreamento/alvo extremamente avancado que permite atingir os motores inimigos, evitando ao mesmo tempo todos os outros pontos de impacto potenciais e ameacas de defesa de ponto. o segundo e um projeto especial de ogiva que, em vez de tentar destruir o alvo com forca cinetica ou explosiva, gera campos eletromagneticos direcionados de alta magnitude. quando tal campo e criado na proximidade de motores e componentes do casco nao blindados, ele ira rapidamente destruir todos os seus componentes eletronicos, tornando-os inuteis ate serem reparados.","","","",
524,gargoyle,SHIP,"o gargoyle e um drone de defesa de estacao de alta tecnologia com o avancado sistema paladin pd e seu proprio gerador de escudo. como nao requer tripulacao, deslocamento ou qualquer tipo de nucleo de comando independente, o gargoyle opera de forma mais eficaz em combate do que um casco de voo livre de tamanho semelhante.","","","",
526,prometheus2,SHIP,"os fanaticos pathers descobriram um ironico senso de justica ao converter o navio-tanque que transporta o que eles chamam de 'infernium' - combustivel am - em um enorme instrumento de guerra santa. tanques de retencao e portos de carregamento foram destruidos e convertidos em hangares ou suportes de armas, enquanto secoes da plataforma de bombeamento foram arrancadas para serem substituidas por enormes placas de blindagem. a proa curva do tanque de combustivel primario foi desmontada e reequipada para lancar barragens de misseis contra aqueles que servem moloch, para que talvez possam encontrar a absolvicao no abencoado esquecimento.","","","",
394,slipstream,TERRAIN,"um fluxo no hiperespaco, semelhante as correntes navegadas pelos antigos marinheiros na velha terra.","","","",
124,warthog,SHIP,"ostentando uma armadura excelente e um poder de fogo respeitavel, o warthog e capaz de trocar golpes com navios maiores, mas nao possui armas que quebrem escudos. um lancador de sinalizadores chamariz ajuda a afastar o fogo de seus aliados mais vulneraveis.","","","",
88,venture,SHIP,"resistentes, confiaveis e nao excessivamente caros, os cruzadores da classe venture sao geralmente adquiridos por empresas privadas para servico de escolta ou reformados por pequenos mundos nao alinhados para defesa do sistema. os navios da classe venture sao talvez os cruzadores civis mais utilizados no setor. os projetos do empreendimento estao amplamente disponiveis e muitas vezes podem ser garantidos sem problemas. quando utilizado por pequenas corporacoes, o navio costuma ser o orgulho da frota e e utilizado para sustentar operacoes vitais. devido a sua onipresenca, a embarcacao tambem serve com alguns trajes de piratas, onde as vezes desempenha a funcao de navio de comando.","resistente e confiavel, o venture geralmente e equipado com um bom complemento de misseis, mas nao possui o dano sustentado necessario para ter um bom desempenho em combates prolongados. um compartimento de drones de mineracao integrado fornece defesas adicionais ? uma coisa particularmente boa porque os geradores de energia de nivel civil tornam os escudos faceis de dominar.","","",
552,facet,SHIP,"""casco anomalo designado como palavra-codigo 'facet'. mocao para criar o nivel de seguranca super alabaster foi aprovada e o conteudo do interrogatorio do encontro 'facet' foi classificado neste nivel. alto hegemon, se posso falar livremente, manter uma flotilha inteira quieta sobre este esta indo sera um verdadeiro desafio para a comsec.""",embarcacao nao identificada,entrada desconhecida registre seu datapad tri-tachyon para receber as ultimas noticias e atualizacoes.,"",
4,heavymortar,WEAPON,"uma arma antiquada que dispara projeteis anti-blindados maiores com uma cadencia de tiro um pouco maior do que sua prima menor. a velocidade do projetil e baixa e o alcance efetivo e curto. o acumulo de baixo fluxo e uma unica graca salvadora. o heavy mortar foi originalmente projetado para uso em combate de superficie planetaria. ostensivamente destinado a quebrar fortificacoes, foi muito mais utilizado em bombardeios urbanos. os robustos mecanismos internos permitem a instalacao e utilizacao fora de um ambiente atmosferico com apenas pequenos ajustes, nomeadamente a substituicao do modulo automatico de telemetro/alvo. quando empregado contra alvos grandes, desprotegidos e de movimento lento, o morteiro pesado pode ser mais eficaz.","","","",
253,mote_control,SHIP_SYSTEM,"particulas de energia causam grandes danos de emp a navios e destroem cacas e misseis. o uso do sistema cria um ponto atrator temporario para as particulas. os motes visam automaticamente misseis e cacas proximos, a menos que um ponto de atracao seja definido em um navio inimigo.",especial,particulas de energia causam grandes danos de emp a navios e destroem cacas e misseis.,"",
5,vulcan,WEAPON,"uma arma de disparo rapido que e especialmente devastadora para misseis e cacas a queima-roupa. a precisao diminui drasticamente durante rajadas prolongadas de fogo. esta plataforma de armas de multiplos canos e construida em torno de um mecanismo de temporizacao avancado, geralmente fabricado apenas por fabricas de automoveis autorizadas pela hegemonia. as municoes normalmente usam pontas de uranio empobrecido e nao sao explosivas. varios barris permitem uma cadencia de tiro extremamente alta, embora com um alto custo de fluxo.","","","",
466,nebula_center_old,PLANET,"uma enorme nuvem de particulas formada a partir de gases do meio interestelar ou material liberado pelos estertores da morte das estrelas. as perturbacoes causadas pela gravidade e pela radiacao criam areas de maior densidade que podem lentamente acumular massa para algum dia dar origem a novos corpos celestes. esta regiao do espaco e mais antiga, repleta de estrelas estaveis e de combustao mais lenta, com maior probabilidade de abrigar mundos que sustentam naturalmente a vida.","","","",
289,stable_location,CUSTOM,este ponto de outra forma normal no vasto vazio circundante e um minimo local no campo de hiperondas do sistema estelar. a relativa falta de interferencia o torna especialmente adequado para a colocacao de estruturas que utilizam tecnologia de hiperondas.,"","","",
543,amsrm,WEAPON,"""escrevo para expressar minha frustracao profissional ao ser solicitado a entregar resultados de acordo com o cronograma do diretor do projeto, quando tenho acesso limitado ao artefato. a analise de danos nao e suficiente e extraimos tudo o que podiamos desse conjunto de dados. sim, e e uma carga util am. mas o proprio sistema de entrega? podemos continuar a debater construcoes de hipercampo, padroes de fase estaveis e aquela teoria paranoica de aniquilacao simetrica ate a morte termica do universo. o fato e que tudo e pura especulacao ate que possamos adquirir outro artefato.""",- funcionario da tri tachyon 38940855,"","",
215,barren_deep_space,PLANET,uma rocha esteril voando pelo espaco. sem atmosfera e sem atividade geologica significativa.,"","","",
